Journal,Title,Link,Category,Year
QJE,Job Differentiation and WagesGet access Arrow,https://doi.org/10.2307/1885087,Production Technology,1980
QJE,Industrial Policies in Production NetworksGet access Arrow,https://doi.org/10.1093/qje/qjz024,Production Technology,2019
QJE,External Economies and International Trade Redux: Comment*Get access Arrow,https://doi.org/10.1093/qje/qjt017,Production Technology,2013
QJE,Uncertainty in Future Government Spending and InvestmentGet access Arrow,https://doi.org/10.2307/1885688,Production Technology,1985
QJE,Creative Destruction and Firm Organization ChoiceGet access Arrow,https://doi.org/10.1162/003355300555051,Production Technology,2000
QJE,The Limitations of Pigouvian Taxes as a Long-Run Remedy for ExternalitiesGet access Arrow,https://doi.org/10.2307/1885093,Production Technology,1980
QJE,"Human Capital, Product Quality, and GrowthGet access Arrow",https://doi.org/10.2307/2937948,Production Technology,1991
QJE,"The Quarterly Journal of Economics, Volume 106, Issue 2, May 1991, Pages 587–616, https://doi.org/10.2307/2937948",.,Production Technology,Abstract
QJE,"On the Relations between Rates of Return, Risk, and Market StructureGet access Arrow",https://doi.org/10.2307/1883143,Production Technology,1977
QJE,"Entry Deterrence, Divisionalization, and Investment DecisionsGet access Arrow",https://doi.org/10.2307/2937918,Production Technology,1991
QJE,North-South Trade and the EnvironmentGet access Arrow,https://doi.org/10.2307/2118421,Production Technology,1994
QJE,"Ability-Biased Technological Transition, Wage Inequality, and Economic GrowthGet access Arrow",https://doi.org/10.1162/003355300554827,Production Technology,2000
QJE,Do Markets Erode Social Responsibility?Get access Arrow,https://doi.org/10.1093/qje/qju031,Production Technology,2014
QJE,The Shape of Production Functions and the Direction of Technical ChangeGet access Arrow,https://doi.org/10.1093/qje/120.2.517,Production Technology,2005
QJE,Procyclical Productivity: Increasing Returns or Cyclical Utilization?Get access Arrow,https://doi.org/10.2307/2946670,Production Technology,1996
QJE,In Defense of a Test of the Linkage HypothesisGet access Arrow,https://doi.org/10.2307/1884636,Production Technology,1976
QJE,On the Efficiency of Competitive Markets for Operating LicensesGet access Arrow,https://doi.org/10.2307/1885118,Production Technology,1988
QJE,Efficient Tax Reform in a Dynamic Model of General EquilibriumGet access Arrow,https://doi.org/10.2307/1885385,Production Technology,1985
QJE,Why Do People Stay Poor?Get access Arrow,https://doi.org/10.1093/qje/qjab045,Production Technology,2021
QJE,Human Capital Risk and Economic GrowthGet access Arrow,https://doi.org/10.1162/003355303321675491,Production Technology,2003
QJE,"Partisan Competition, Growth, and the FranchiseGet access Arrow",https://doi.org/10.1093/qje/120.3.1155,Production Technology,2005
QJE,Complete Pass-Through in LevelsGet access Arrow,https://doi.org/10.1093/qje/qjag014,Production Technology,2026
QJE,Economic Integration and Endogenous GrowthGet access Arrow,https://doi.org/10.2307/2937946,Production Technology,1991
QJE,Pairwise Credit in Search EquilibriumGet access Arrow,https://doi.org/10.2307/2937788,Production Technology,1990
QJE,Optimal Tax Progressivity: An Analytical FrameworkGet access Arrow,https://doi.org/10.1093/qje/qjx018,Production Technology,2017
QJE,Optimal Resilience in Multitier Supply ChainsGet access Arrow,https://doi.org/10.1093/qje/qjae024,Production Technology,2024
QJE,Incentives to Innovate in a Cournot OligopolyGet access Arrow,https://doi.org/10.2307/2937936,Production Technology,1991
QJE,Intermediated TradeGet access Arrow,https://doi.org/10.1093/qje/qjr019,Production Technology,2011
QJE,When Does the Market Matter? Stock Prices and the Investment of Equity-Dependent FirmsGet access Arrow,https://doi.org/10.1162/00335530360698478,Production Technology,2003
QJE,The Welfare Cost of Rationing-By-Queuing Across Markets: Theory and Estimates from the U. S. Gasoline CrisesGet access Arrow,https://doi.org/10.2307/1884682,Production Technology,1987
QJE,Consistent Wage Offer and Reservation Wage DistributionsGet access Arrow,https://doi.org/10.2307/2937916,Production Technology,1991
QJE,Efficient Resource Allocation in a Multinucleated City with Intermediate GoodsGet access Arrow,https://doi.org/10.2307/1883077,Production Technology,1974
QJE,Does Directed Innovation Mitigate Climate Damage? Evidence from U.S. AgricultureGet access Arrow,https://doi.org/10.1093/qje/qjac039,Production Technology,2022
QJE,The Efficient Allocation of Resources in EducationGet access Arrow,https://doi.org/10.2307/1879582,Production Technology,1967
QJE,Monetary Policy as Financial Stability RegulationGet access Arrow,https://doi.org/10.1093/qje/qjr054,Production Technology,2012
QJE,Systemic Crises and GrowthGet access Arrow,https://doi.org/10.1162/qjec.2008.123.1.359,Production Technology,2008
QJE,Imported Intermediate Inputs and Domestic Product Growth: Evidence from IndiaGet access Arrow,https://doi.org/10.1162/qjec.2010.125.4.1727,Production Technology,2010
QJE,Economies of Scale in Multi-Output ProductionGet access Arrow,https://doi.org/10.2307/1885979,Production Technology,1977
QJE,"Appropriate Technology, X-Inefficiency, and a Competitive Environment: Some Evidence from PakistanGet access Arrow",https://doi.org/10.2307/1885322,Production Technology,1976
QJE,The Theory of Social Custom: A Modification and Some ExtensionsGet access Arrow,https://doi.org/10.2307/1883122,Production Technology,1984
QJE,"Notes on Advertising, Economies of Scale, and Entry BarriersGet access Arrow",https://doi.org/10.2307/1885090,Production Technology,1980
QJE,Time Series Tests of Endogenous Growth ModelsGet access Arrow,https://doi.org/10.2307/2118448,Production Technology,1995
QJE,Public Investment in LDC's with Recurrent Cost Constraint: The Kenyan CaseGet access Arrow,https://doi.org/10.2307/1883071,Production Technology,1974
QJE,Tax Incidence in a Life Cycle Model with Variable Labor SupplyGet access Arrow,https://doi.org/10.2307/1884477,Production Technology,1979
QJE,Explaining International Fertility DifferencesGet access Arrow,https://doi.org/10.1162/qjec.2009.124.2.771,Production Technology,2009
QJE,Rate-of-Return Regulation and Two-Part TariffsGet access Arrow,https://doi.org/10.2307/1882625,Production Technology,1982
QJE,The Peculiar Economics of Professional SportsGet access Arrow,https://doi.org/10.2307/1880543,Production Technology,1964
QJE,A Model of International Trade and FinanceGet access Arrow,https://doi.org/10.2307/1885500,Production Technology,1980
QJE,Urbanization and Structural TransformationGet access Arrow,https://doi.org/10.1093/qje/qjs003,Production Technology,2012
QJE,Power in a Theory of the FirmGet access Arrow,https://doi.org/10.1162/003355398555630,Production Technology,1998
QJE,The Impact of Trade on Organization and Productivity*Get access Arrow,https://doi.org/10.1093/qje/qjs016,Production Technology,2012
QJE,Pricing and Depletion of an Exhaustible Resource When There is Anticipation of Trade DisruptionGet access Arrow,https://doi.org/10.2307/1885622,Production Technology,1983
QJE,Multiple Expectational Equilibria Under Monopolistic CompetitionGet access Arrow,https://doi.org/10.2307/1886070,Production Technology,1988
QJE,Government Target Price Intervention in Economies with Incomplete MarketsGet access Arrow,https://doi.org/10.2307/2937884,Production Technology,1990
QJE,Sovereign Debt Repurchases: No Cure for OverhangGet access Arrow,https://doi.org/10.2307/2937962,Production Technology,1991
QJE,Toward a Neotechnology Theory of Comparative CostsGet access Arrow,https://doi.org/10.2307/1885260,Production Technology,1975
QJE,Sources of Intra-Industry Wage Dispersion: How Much Do Employers Matter?Get access Arrow,https://doi.org/10.2307/2937931,Production Technology,1991
QJE,Externalities and Asymmetric InformationGet access Arrow,https://doi.org/10.2307/2937908,Production Technology,1991
QJE,Learning by Doing and the Dynamic Effects of International TradeGet access Arrow,https://doi.org/10.2307/2937942,Production Technology,1991
QJE,General Equilibrium Wage and Price DistributionsGet access Arrow,https://doi.org/10.2307/1884174,Production Technology,1986
QJE,Equilibrium Wage Dispersion and Interindustry Wage DifferentialsGet access Arrow,https://doi.org/10.2307/2937911,Production Technology,1991
QJE,Supply Chain Disruptions: Evidence from the Great East Japan EarthquakeGet access Arrow,https://doi.org/10.1093/qje/qjaa044,Production Technology,2020
QJE,Welfare Aspects of International Trade in Goods and SecuritiesGet access Arrow,https://doi.org/10.2307/1883155,Production Technology,1978
QJE,A Formal Outline of a Smithian Growth ModelGet access Arrow,https://doi.org/10.2307/1880528,Production Technology,1969
QJE,Learning Through Noticing: Theory and Evidence from a Field ExperimentGet access Arrow,https://doi.org/10.1093/qje/qju015,Production Technology,2014
QJE,Implications of Skill-Biased Technological Change: International EvidenceGet access Arrow,https://doi.org/10.1162/003355398555892,Production Technology,1998
QJE,A Behavioral Explanation for Nominal Wage Rigidity During the Great DepressionGet access Arrow,https://doi.org/10.2307/2937864,Production Technology,1989
QJE,The Economics of Export-Performance RequirementsGet access Arrow,https://doi.org/10.2307/1884221,Production Technology,1987
QJE,Incentives and the De Soto EffectGet access Arrow,https://doi.org/10.1093/qje/qjr056,Production Technology,2012
QJE,Time-Inconsistent Preferences and Social SecurityGet access Arrow,https://doi.org/10.1162/003355303321675509,Production Technology,2003
QJE,Infant-Industry Protection Reconsidered: The Case of Informational Barriers to EntryGet access Arrow,https://doi.org/10.2307/1886074,Production Technology,1988
QJE,The Optimal Taxation of Heterogeneous CapitalGet access Arrow,https://doi.org/10.2307/1884471,Production Technology,1979
QJE,Coordinating Coordination Failures in Keynesian ModelsGet access Arrow,https://doi.org/10.2307/1885539,Production Technology,1988
QJE,"Dynamic Selection: An Idea Flows Theory of Entry, Trade, and GrowthGet access Arrow",https://doi.org/10.1093/qje/qjv032,Production Technology,2015
QJE,A Theory of How Workers Keep up with InflationGet access Arrow,https://doi.org/10.1093/qje/qjag007,Production Technology,2026
QJE,The Economics of Spatial Mobility: Theory and Evidence Using Smartphone DataGet access Arrow,https://doi.org/10.1093/qje/qjaf038,Production Technology,2025
QJE,Productivity DifferencesGet access Arrow,https://doi.org/10.1162/00335530151144104,Production Technology,2001
QJE,"Court Enforcement, Bank Loans, and Firm Investment: Evidence from a Bankruptcy Reform in BrazilGet access Arrow",https://doi.org/10.1093/qje/qjw015,Production Technology,2016
QJE,Do Labor Market Policies have Displacement Effects? Evidence from a Clustered Randomized ExperimentGet access Arrow,https://doi.org/10.1093/qje/qjt001,Production Technology,2013
QJE,"The Investment Network, Sectoral Comovement, and the Changing U.S. Business CycleGet access Arrow",https://doi.org/10.1093/qje/qjab020,Production Technology,2021
QJE,Firm Organization with Multiple Establishments Open Access,https://doi.org/10.1093/qje/qjab049,Production Technology,2021
QJE,The Firm as a Dedicated Hierarchy: A Theory of the Origins and Growth of FirmsGet access Arrow,https://doi.org/10.1162/00335530152466241,Production Technology,2001
QJE,Investment and Demand UncertaintyGet access Arrow,https://doi.org/10.1162/003355399555981,Production Technology,1999
QJE,Social Preferences and the Response to Incentives: Evidence from Personnel DataGet access Arrow,https://doi.org/10.1093/qje/120.3.917,Production Technology,2005
QJE,How Wide Is the Firm Border?Get access Arrow,https://doi.org/10.1093/qje/qjz026,Production Technology,2019
QJE,A History of Mechanization in the Cotton South: The Institutional HypothesisGet access Arrow,https://doi.org/10.2307/1885680,Production Technology,1985
QJE,Equalizing Exchange: Trade Liberalization and Income ConvergenceGet access Arrow,https://doi.org/10.2307/2118404,Production Technology,1993
QJE,Are Output Fluctuations Transitory?Get access Arrow,https://doi.org/10.2307/1884285,Production Technology,1987
QJE,Signaling in Credit MarketsGet access Arrow,https://doi.org/10.2307/1882644,Production Technology,1988
QJE,From Entry Barriers to Mobility Barriers: Conjectural Decisions and Contrived Deterrence to New CompetitionGet access Arrow,https://doi.org/10.2307/1885416,Production Technology,1977
QJE,Repeated Games with Frequent SignalsGet access Arrow,https://doi.org/10.1162/qjec.2009.124.1.233,Production Technology,2009
QJE,The Wage Policy of a FirmGet access Arrow,https://doi.org/10.2307/2118352,Production Technology,1994
QJE,The Duality of a Dynamic Model of Equilibrium and an Optimal Growth Model: The Heterogeneous Capital Goods CaseGet access Arrow,https://doi.org/10.2307/1882391,Production Technology,1981
QJE,Improved Access to Foreign Markets Raises Plant-level Productivity…For Some PlantsGet access Arrow,https://doi.org/10.1162/qjec.2010.125.3.1051,Production Technology,2010
QJE,"Adjustment Costs, Firm Responses, and Micro vs. Macro Labor Supply Elasticities: Evidence from Danish Tax RecordsGet access Arrow",https://doi.org/10.1093/qje/qjr013,Production Technology,2011
QJE,A Microfoundation for Social Increasing Returns in Human Capital AccumulationGet access Arrow,https://doi.org/10.2307/2946672,Production Technology,1996
QJE,Some Positive Contributions of the Institutional ConceptGet access Arrow,https://doi.org/10.2307/1883700,Production Technology,1927
QJE,"Income Distribution, Market Size, and IndustrializationGet access Arrow",https://doi.org/10.2307/2937810,Production Technology,1989
QJE,Marx and Schumpeter on Capitalism's Creative Destruction: A Comparative RestatementGet access Arrow,https://doi.org/10.2307/1885348,Production Technology,1980
QJE,The O-Ring Theory of Economic DevelopmentGet access Arrow,https://doi.org/10.2307/2118400,Production Technology,1993
QJE,Price Scissors and the Structure of the EconomyGet access Arrow,https://doi.org/10.2307/1884683,Production Technology,1987
QJE,Monopolistic Recycling of Oil Revenue and Intertemporal Bias in Oil Depletion and TradeGet access Arrow,https://doi.org/10.2307/1884371,Production Technology,1985
QJE,Capital Obsolescence and Agricultural ProductivityGet access Arrow,https://doi.org/10.1093/qje/qjaa028,Production Technology,2020
QJE,On the Origins of Gender Roles: Women and the PloughGet access Arrow,https://doi.org/10.1093/qje/qjt005,Production Technology,2013
QJE,Financial Fragility and Economic PerformanceGet access Arrow,https://doi.org/10.2307/2937820,Production Technology,1990
QJE,"Specific Experience, Household Structure, and Intergenerational Transfers: Farm Family Land and Labor Arrangements in Developing CountriesGet access Arrow",https://doi.org/10.1093/qje/100.Supplement.961,Production Technology,1985
QJE,Estimating a Firm's Age-Productivity Profile Using the Present Value of Workers' EarningsGet access Arrow,https://doi.org/10.2307/2118386,Production Technology,1992
QJE,A Time Series Analysis of Representative Agent Models of Consumption and Leisure Choice Under UncertaintyGet access Arrow,https://doi.org/10.2307/1882642,Production Technology,1988
QJE,Sweat Equity in U.S. Private BusinessGet access Arrow,https://doi.org/10.1093/qje/qjaa041,Production Technology,2020
QJE,External Economies and International Trade ReduxGet access Arrow,https://doi.org/10.1162/qjec.2010.125.2.829,Production Technology,2010
QJE,Word-of-Mouth Communication and Social LearningGet access Arrow,https://doi.org/10.2307/2118512,Production Technology,1995
QJE,Appropriate Technology and GrowthGet access Arrow,https://doi.org/10.1162/003355398555829,Production Technology,1998
QJE,Skilled Labor-Augmenting Technical Progress in U. S. ManufacturingGet access Arrow,https://doi.org/10.1162/003355398555810,Production Technology,1998
QJE,"Korean Rice, Taiwan Rice, and Japanese Agricultural Stagnation: An Economic Consequence of ColonialismGet access Arrow",https://doi.org/10.2307/1880840,Production Technology,1970
QJE,A Stochastic Learning Model of Economic BehaviorGet access Arrow,https://doi.org/10.2307/1882186,Production Technology,1973
QJE,Educational ProductionGet access Arrow,https://doi.org/10.1162/00335530152466232,Production Technology,2001
QJE,Finance and the Preservation of WealthGet access Arrow,https://doi.org/10.1093/qje/qju012,Production Technology,2014
QJE,Use It or Lose It: Efficiency and Redistributional Effects of Wealth TaxationGet access Arrow,https://doi.org/10.1093/qje/qjac047,Production Technology,2023
QJE,Quantifying the Gap Between Equilibrium and Optimum under Monopolistic CompetitionGet access Arrow,https://doi.org/10.1093/qje/qjaa017,Production Technology,2020
QJE,Who’s Afraid of the Minimum Wage? Measuring the Impacts on Independent Businesses Using Matched U.S. Tax Returns Open Access,https://doi.org/10.1093/qje/qjaf053,Production Technology,2025
QJE,Output Fluctuations at the Plant LevelGet access Arrow,https://doi.org/10.2307/2118415,Production Technology,1994
QJE,Government Versus Private Ownership of Public GoodsGet access Arrow,https://doi.org/10.1162/003355301753265598,Production Technology,2001
QJE,On the Optimality of the Stock Market Allocation of InvestmentGet access Arrow,https://doi.org/10.2307/1880492,Production Technology,1972
QJE,Capital Taxation During the U.S. Great DepressionGet access Arrow,https://doi.org/10.1093/qje/qjs022,Production Technology,2012
QJE,State-Dependent Pricing and the General Equilibrium Dynamics of Money and OutputGet access Arrow,https://doi.org/10.1162/003355399556106,Production Technology,1999
QJE,Redistributive Taxation in the Roy ModelGet access Arrow,https://doi.org/10.1093/qje/qjs076,Production Technology,2013
QJE,The Value of Life and the Rise in Health SpendingGet access Arrow,https://doi.org/10.1162/qjec.122.1.39,Production Technology,2007
QJE,Language and the Theory of the FirmGet access Arrow,https://doi.org/10.1162/qjec.122.1.373,Production Technology,2007
QJE,A Price Theory of Vertical and Lateral IntegrationGet access Arrow,https://doi.org/10.1093/qje/qjs075,Production Technology,2013
QJE,Zipf's Law for Cities: An ExplanationGet access Arrow,https://doi.org/10.1162/003355399556133,Production Technology,1999
QJE,The Making of the Modern Metropolis: Evidence from LondonGet access Arrow,https://doi.org/10.1093/qje/qjaa014,Production Technology,2020
QJE,Leveraging Virtual Contact and Social Networks to Foster Interethnic Harmony Open Access,https://doi.org/10.1093/qje/qjag001,Production Technology,2026
QJE,Financial Contracting Under Imperfect Enforcement*Get access Arrow,https://doi.org/10.1093/qje/qjq006,Production Technology,2011
QJE,"Why Did the West Extend the Franchise? Democracy, Inequality, and Growth in Historical PerspectiveGet access Arrow",https://doi.org/10.1162/003355300555042,Production Technology,2000
QJE,Customer Discrimination and Employment Outcomes for Minority WorkersGet access Arrow,https://doi.org/10.1162/003355398555766,Production Technology,1998
QJE,Dualism and Macroeconomic VolatilityGet access Arrow,https://doi.org/10.1162/003355399556296,Production Technology,1999
QJE,Does Social Capital Have an Economic Payoff? A Cross-Country InvestigationGet access Arrow,https://doi.org/10.1162/003355300555475,Production Technology,1997
QJE,The Politics of Government Decision-Making: A Theory of Regulatory CaptureGet access Arrow,https://doi.org/10.2307/2937958,Production Technology,1991
QJE,“Descended from Immigrants and Revolutionists”: How Family History Shapes Immigration Policy Making Open Access,https://doi.org/10.1093/qje/qjaf017,Production Technology,2025
QJE,A Protectionist Bias in Majoritarian PoliticsGet access Arrow,https://doi.org/10.1162/003355305775097498,Production Technology,2005
QJE,Political Centralization and Government AccountabilityGet access Arrow,https://doi.org/10.1093/qje/qjv035,Production Technology,2015
QJE,"Investor Protection, Optimal Incentives, and Economic GrowthGet access Arrow",https://doi.org/10.1162/0033553041502171,Production Technology,2004
QJE,The Structure of WagesGet access Arrow,https://doi.org/10.2307/2118330,Production Technology,1992
QJE,Misallocation and Manufacturing TFP in China and IndiaGet access Arrow,https://doi.org/10.1162/qjec.2009.124.4.1403,Production Technology,2009
QJE,Chernobyl's Subclinical Legacy: Prenatal Exposure to Radioactive Fallout and School Outcomes in SwedenGet access Arrow,https://doi.org/10.1162/qjec.2009.124.4.1729,Production Technology,2009
QJE,The Bond Market's qGet access Arrow,https://doi.org/10.1162/qjec.2009.124.3.1011,Production Technology,2009
QJE,Growth Empirics: A Panel Data ApproachGet access Arrow,https://doi.org/10.2307/2946651,Production Technology,1995
QJE,Profit Sharing and the Role of Professional PartnershipsGet access Arrow,https://doi.org/10.1162/0033553053327506,Production Technology,2005
QJE,Financial Incentives and Student Achievement: Evidence from Randomized TrialsGet access Arrow,https://doi.org/10.1093/qje/qjr045,Production Technology,2011
QJE,Does Social Security Privatization Produce Efficiency Gains?Get access Arrow,https://doi.org/10.1162/qjec.2007.122.4.1677,Production Technology,2007
QJE,The Contributions of the Economics of Information to Twentieth Century EconomicsGet access Arrow,https://doi.org/10.1162/003355300555015,Production Technology,2000
QJE,Optimal Taxation with Endogenous Insurance MarketsGet access Arrow,https://doi.org/10.1162/qjec.122.2.487,Production Technology,2007
QJE,Organization and Inequality in a Knowledge EconomyGet access Arrow,https://doi.org/10.1093/qje/121.4.1383,Production Technology,2006
QJE,"Is Learning by Exporting Important? Micro-Dynamic Evidence from Colombia, Mexico, and MoroccoGet access Arrow",https://doi.org/10.1162/003355398555784,Production Technology,1998
QJE,Stock-Based Compensation and CEO (Dis)IncentivesGet access Arrow,https://doi.org/10.1162/qjec.2010.125.4.1769,Production Technology,2010
QJE,A Theory of Wage and Promotion Dynamics Inside FirmsGet access Arrow,https://doi.org/10.1162/003355399556287,Production Technology,1999
QJE,From Hyperinflation to Stable Prices: Argentina’s Evidence on Menu Cost ModelsGet access Arrow,https://doi.org/10.1093/qje/qjy022,Production Technology,2018
QJE,"Local Economic Development, Agglomeration Economies, and the Big Push: 100 Years of Evidence from the Tennessee Valley AuthorityGet access Arrow",https://doi.org/10.1093/qje/qjt034,Production Technology,2013
QJE,Frequency of Price Adjustment and Pass-ThroughGet access Arrow,https://doi.org/10.1162/qjec.2010.125.2.675,Production Technology,2010
QJE,The Effect of Financial Development on Convergence: Theory and EvidenceGet access Arrow,https://doi.org/10.1162/0033553053327515,Production Technology,2005
QJE,"Risk, Returns, and Multinational ProductionGet access Arrow",https://doi.org/10.1093/qje/qjv031,Production Technology,2015
QJE,Global Firms in Large DevaluationsGet access Arrow,https://doi.org/10.1093/qje/qjae017,Production Technology,2024
QJE,The Agricultural Productivity GapGet access Arrow,https://doi.org/10.1093/qje/qjt056,Production Technology,2013
QJE,Misallocation in the Market for Inputs: Enforcement and the Organization of ProductionGet access Arrow,https://doi.org/10.1093/qje/qjaa020,Production Technology,2020
QJE,Economic ImperialismGet access Arrow,https://doi.org/10.1162/003355300554683,Production Technology,2000
QJE,"Technological Innovation, Resource Allocation, and GrowthGet access Arrow",https://doi.org/10.1093/qje/qjw040,Production Technology,2017
QJE,When Did Growth Begin? New Estimates of Productivity Growth in England from 1250 to 1870Get access Arrow,https://doi.org/10.1093/qje/qjae046,Production Technology,2024
QJE,Watering Down Environmental Regulation in ChinaGet access Arrow,https://doi.org/10.1093/qje/qjaa024,Production Technology,2020
QJE,The Effects of Foreign Multinationals on Workers and Firms in the United StatesGet access Arrow,https://doi.org/10.1093/qje/qjab015,Production Technology,2021
QJE,The Growing Importance of Social Skills in the Labor MarketGet access Arrow,https://doi.org/10.1093/qje/qjx022,Production Technology,2017
QJE,"Product Differentiation, Search Costs, and Competition in the Mutual Fund Industry: A Case Study of S&P 500 Index FundsGet access Arrow",https://doi.org/10.1162/0033553041382184,Production Technology,2004
QJE,Causal Parameters and Policy Analysis in Economics: A Twentieth Century RetrospectiveGet access Arrow,https://doi.org/10.1162/003355300554674,Production Technology,2000
QJE,Evaluating Public Programs with Close Substitutes: The Case of Head StartGet access Arrow,https://doi.org/10.1093/qje/qjw027,Production Technology,2016
QJE,Does Job Testing Harm Minority Workers? Evidence from Retail EstablishmentsGet access Arrow,https://doi.org/10.1162/qjec.2008.123.1.219,Production Technology,2008
QJE,Portage and Path DependenceGet access Arrow,https://doi.org/10.1093/qje/qjs011,Production Technology,2012
QJE,Complementary Information and Learning TrapsGet access Arrow,https://doi.org/10.1093/qje/qjz033,Production Technology,2019
QJE,A Unified Theory of Firm Selection and GrowthGet access Arrow,https://doi.org/10.1093/qje/qjv039,Production Technology,2016
QJE,The Diffusion of DevelopmentGet access Arrow,https://doi.org/10.1162/qjec.2009.124.2.469,Production Technology,2009
QJE,Exporting and Firm Performance: Evidence from a Randomized Experiment Open Access,https://doi.org/10.1093/qje/qjx002,Production Technology,2017
QJE,Organizational Barriers to Technology Adoption: Evidence from Soccer-Ball Producers in Pakistan Open Access,https://doi.org/10.1093/qje/qjx010,Production Technology,2017
QJE,Human Capital and Industrialization: Evidence from the Age of EnlightenmentGet access Arrow,https://doi.org/10.1093/qje/qjv025,Production Technology,2015
QJE,The Long-Run Impacts of Public Industrial Investment on Local Development and Economic Mobility: Evidence from World War II Open Access,https://doi.org/10.1093/qje/qjae031,Production Technology,2024
QJE,"Optimal Spatial Policies, Geography, and SortingGet access Arrow",https://doi.org/10.1093/qje/qjaa001,Production Technology,2020
QJE,A Risk-Centric Model of Demand Recessions and SpeculationGet access Arrow,https://doi.org/10.1093/qje/qjaa008,Production Technology,2020
QJE,Quantifying the Sources of Firm HeterogeneityGet access Arrow,https://doi.org/10.1093/qje/qjw012,Production Technology,2016
QJE,Technology Sophistication Across EstablishmentsGet access Arrow,https://doi.org/10.1093/qje/qjag018,Production Technology,2026
