Journal,Title,Link,Category,Year
RES,Exploitation Through Racialization Purchased,https://doi.org/10.1093/qje/qjaf007,Long Term Effects,2025
RES,Does Movie Violence Increase Violent Crime? Purchased,https://doi.org/10.1162/qjec.2009.124.2.677,Long Term Effects,2009
RES,The Mortgage Piggy Bank: Building Wealth Through Amortization Open Access,https://doi.org/10.1093/qje/qjae011,Long Term Effects,2024
RES,"Disability Transfers, Self-Reported Health, and the Labor Force Attachment of Older Men: Evidence from the Historical Record Purchased",https://doi.org/10.2307/2118393,Long Term Effects,1992
RES,Remedying Education: Evidence from Two Randomized Experiments in India Purchased,https://doi.org/10.1162/qjec.122.3.1235,Long Term Effects,2007
RES,Estimating the Economic Model of Crime With Individual Data Purchased,https://doi.org/10.2307/1884604,Long Term Effects,1980
RES,The Effects of School Spending on Educational and Economic Outcomes: Evidence from School Finance Reforms Purchased,https://doi.org/10.1093/qje/qjv036,Long Term Effects,2015
RES,"Fear of Fire Sales, Illiquidity Seeking, and Credit Freezes Purchased",https://doi.org/10.1093/qje/qjr012,Long Term Effects,2011
RES,The Ant and the Grasshopper: Seasonality and the Invention of Agriculture Purchased,https://doi.org/10.1093/qje/qjae012,Long Term Effects,2024
RES,Active vs. Passive Decisions and Crowd-Out in Retirement Savings Accounts: Evidence from Denmark Purchased,https://doi.org/10.1093/qje/qju013,Long Term Effects,2014
RES,Immigrating to Opportunity: Estimating the Effect of School Quality Using a Natural Experiment on Ethiopians in Israel Purchased,https://doi.org/10.1162/0033553041382193,Long Term Effects,2004
RES,"Information Technology, Workplace Organization, and the Demand for Skilled Labor: Firm-Level Evidence Purchased",https://doi.org/10.1162/003355302753399526,Long Term Effects,2002
RES,How Does Peer Pressure Affect Educational Investments? Purchased,https://doi.org/10.1093/qje/qjv021,Long Term Effects,2015
RES,Wealth Accumulation and the Propensity to Plan Purchased,https://doi.org/10.1162/00335530360698487,Long Term Effects,2003
RES,Sexual Harassment in Public Spaces and Police Patrols: Experimental Evidence from Urban India Purchased,https://doi.org/10.1093/qje/qjaf026,Long Term Effects,2025
RES,Sex and Science: How Professor Gender Perpetuates the Gender Gap Purchased,https://doi.org/10.1162/qjec.2010.125.3.1101,Long Term Effects,2010
RES,"Teacher Quality in Educational Production: Tracking, Decay, and Student Achievement Purchased",https://doi.org/10.1162/qjec.2010.125.1.175,Long Term Effects,2010
RES,The Long-Run Consequences of Living in a Poor Neighborhood Purchased,https://doi.org/10.1162/003355303322552865,Long Term Effects,2003
RES,Disease and Development: Evidence from Hookworm Eradication in the American South Purchased,https://doi.org/10.1162/qjec.121.1.73,Long Term Effects,2007
RES,"Juvenile Incarceration, Human Capital, and Future Crime: Evidence from Randomly Assigned Judges Purchased",https://doi.org/10.1093/qje/qjv003,Long Term Effects,2015
RES,Substitution and Dropout Bias in Social Experiments: A Study of an Influential Social Experiment Purchased,https://doi.org/10.1162/003355300554764,Long Term Effects,2000
RES,Sources of Geographic Variation in Health Care: Evidence From Patient Migration Purchased,https://doi.org/10.1093/qje/qjw023,Long Term Effects,2016
RES,Experimentation in Federal Systems Purchased,https://doi.org/10.1093/qje/qjv008,Long Term Effects,2015
RES,Children’s Indirect Exposure to the U.S. Justice System: Evidence From Longitudinal Links between Survey and Administrative Data Purchased,https://doi.org/10.1093/qje/qjad021,Long Term Effects,2023
RES,Worms at Work: Long-run Impacts of a Child Health Investment Purchased,https://doi.org/10.1093/qje/qjw022,Long Term Effects,2016
RES,"Welfare, the Earned Income Tax Credit, and the Labor Supply of Single Mothers Purchased",https://doi.org/10.1162/00335530152466313,Long Term Effects,2001
RES,Medicaid and Mortality: New Evidence From Linked Survey and Administrative Data Purchased,https://doi.org/10.1093/qje/qjab004,Long Term Effects,2021
RES,Moving to Opportunity in Boston: Early Results of a Randomized Mobility Experiment Purchased,https://doi.org/10.1162/00335530151144113,Long Term Effects,2001
RES,Why Do Mothers Breastfeed Girls Less than Boys? Evidence and Implications for Child Health in India Purchased,https://doi.org/10.1093/qje/qjr029,Long Term Effects,2011
RES,Post-1500 Population Flows and The Long-Run Determinants of Economic Growth and Inequality Purchased,https://doi.org/10.1162/qjec.2010.125.4.1627,Long Term Effects,2010
RES,The Costs of Employment Segregation: Evidence from the Federal Government Under Woodrow Wilson Purchased,https://doi.org/10.1093/qje/qjab040,Long Term Effects,2021
RES,"Why did the Elites Extend the Suffrage? Democracy and the Scope of Government, with an Application to Britain's “Age of Reform” Purchased",https://doi.org/10.1162/0033553041382175,Long Term Effects,2004
RES,The Effects of Joining Multinational Supply Chains: New Evidence from Firm-to-Firm Linkages Open Access,https://doi.org/10.1093/qje/qjac006,Long Term Effects,2022
RES,"Conviction, Incarceration, and Recidivism: Understanding the Revolving Door Purchased",https://doi.org/10.1093/qje/qjaf040,Long Term Effects,2025
RES,"War, Socialism, and the Rise of Fascism: an Empirical Exploration Purchased",https://doi.org/10.1093/qje/qjac001,Long Term Effects,2022
RES,The Institutional Foundations of Religious Politics: Evidence from Indonesia Purchased,https://doi.org/10.1093/qje/qjz038,Long Term Effects,2019
RES,The Short-term Impact of Unconditional Cash Transfers to the Poor: Experimental Evidence from Kenya Purchased,https://doi.org/10.1093/qje/qjw025,Long Term Effects,2016
RES,"Insuring peace: Index-based livestock insurance, droughts, and conflict Purchased",https://doi.org/10.1093/qje/qjag005,Long Term Effects,2026
RES,The Future in Mind: Aspirations and Long-Term Outcomes in Rural Ethiopia Purchased,https://doi.org/10.1093/qje/qjag002,Long Term Effects,2026
