Journal,Title,Link,Category
QJE,Capital Allocation and Productivity in South Europe,https://doi.org/10.1093/qje/qjx024,Production Function
QJE,"Walras, Leontief, and the Interdependence of Economic Activities",https://doi.org/10.2307/1881967,Production Function
QJE,The Fall of the Labor Share and the Rise of Superstar Firms,https://doi.org/10.1093/qje/qjaa004,Production Function
QJE,"The Division of Labor, Coordination Costs, and Knowledge",https://doi.org/10.2307/2118383,Production Function
QJE,"Raw Materials, Profits, and the Productivity Slowdown",https://doi.org/10.2307/1885718,Production Function
QJE,The Effects of Ad Valorem and Specific Taxes on Prices: Comment,https://doi.org/10.2307/1879680,Production Function
QJE,How Teachers' Unions Affect Education Production,https://doi.org/10.2307/2946669,Production Function
QJE,Strategic Aspects of Taxation on Foreign Investment Income,https://doi.org/10.2307/1880725,Production Function
QJE,Equilibrium Dynamics with Heterogeneous Capital Goods,https://doi.org/10.2307/1882919,Production Function
QJE,"Competition in Salaries, Credentials, and Signaling Prerequisites for Jobs",https://doi.org/10.2307/1886086,Production Function
QJE,The Structure of Fiscal Models,https://doi.org/10.2307/1880654,Production Function
QJE,Toward a More General Model of Land Tenancy and Reform: Comment,https://doi.org/10.2307/1880750,Production Function
QJE,Economic Integration and Endogenous Growth,https://doi.org/10.2307/2937946,Production Function
QJE,“Competitive” Output in Bilateral Monopoly,https://doi.org/10.2307/1884395,Production Function
QJE,Professor Knight's Capital Theory: A Note in Reply,https://doi.org/10.2307/1882614,Production Function
QJE,Negative Value Added and the Theory of Effective Protection,https://doi.org/10.2307/1880529,Production Function
QJE,"Information Technology, Workplace Organization, and the Demand for Skilled Labor: Firm-Level Evidence",https://doi.org/10.1162/003355302753399526,Production Function
QJE,Domestic Policies and Foreign Resource Requirements,https://doi.org/10.2307/2936138,Production Function
QJE,On Theories of Acceleration and Growth,https://doi.org/10.2307/1884135,Production Function
QJE,Steady-State and Transient Relations: A Reply on Reswitching,https://doi.org/10.2307/1881708,Production Function
QJE,Can Union Labor Ever Cost Less?,https://doi.org/10.2307/1885067,Production Function
QJE,A Test of the Theory of Exhaustible Resources,https://doi.org/10.2307/2937909,Production Function
QJE,A Note on the Rules of Derived Demand,https://doi.org/10.2307/1880811,Production Function
QJE,"The Race Between Education, Technology, and the Minimum Wage",https://doi.org/10.1093/qje/qjaf014,Production Function
QJE,Technology and Decision Rules in the Theory of Investment Behavior,https://doi.org/10.2307/1882023,Production Function
QJE,A Modern Treatment of the Ricardian Economy: I. The Pricing of Goods and of Labor and Land Services,https://doi.org/10.2307/1883824,Production Function
QJE,Economies of Scale; Some Statistical Evidence: Comment,https://doi.org/10.2307/1884139,Production Function
QJE,Seniority and Distribution in a Two-Worker Trade Union,https://doi.org/10.2307/2937807,Production Function
QJE,Comment on the Theory and Measurement of Dynamic X-Efficiency,https://doi.org/10.2307/1880567,Production Function
QJE,The Role of Demand and Investment in Long-Term Growth,https://doi.org/10.2307/1879399,Production Function
QJE,A Dynamic Model of Investment and Capacity Utilization,https://doi.org/10.2307/1882679,Production Function
QJE,“The New View of Investment”: Reply,https://doi.org/10.2307/1880553,Production Function
QJE,Addition and Efficiency,https://doi.org/10.2307/1884181,Production Function
QJE,The Emergence of Chaos from Classical Economic Growth,https://doi.org/10.2307/1885621,Production Function
QJE,The Stability of Growth Equilibrium,https://doi.org/10.2307/1884251,Production Function
QJE,The Determination of Daily Hours and Wages,https://doi.org/10.2307/1882185,Production Function
QJE,Optimum Population in Rural Areas: Empirical Evidence from the Franc Zone,https://doi.org/10.2307/1885413,Production Function
QJE,Optimum Population in Rural Areas: Empirical Evidence from the Franc Zone,https://doi.org/10.2307/1885413,Production Function
QJE,Intermediate Products and Differential Tariffs: A Generalization of Lerner's Symmetry Theorem,https://doi.org/10.2307/1882917,Production Function
QJE,Biased Technological Progress and Labor Force Growth in a Dualistic Economy,https://doi.org/10.2307/1880802,Production Function
QJE,The Impact of Monopoly Pricing on the Lerner Symmetry Theorem,https://doi.org/10.2307/1884694,Production Function
QJE,Full Capacity vs. Full Employment Growth: Some Further Remarks,https://doi.org/10.2307/1881882,Production Function
QJE,The Effects of Joining Multinational Supply Chains: New Evidence from Firm-to-Firm Linkages,https://doi.org/10.1093/qje/qjac006,Production Function
QJE,An Aggregate Model of Technical Change,https://doi.org/10.2307/2937868,Production Function
QJE,The Existence of Golden Ages and Stability in the Two-Sector Model,https://doi.org/10.2307/1879678,Production Function
QJE,The Optimality of Pure Competition in the Capacity Problem,https://doi.org/10.2307/1882920,Production Function
QJE,A Production Theory Perspective on Collective Choice Theory,https://doi.org/10.2307/1883120,Production Function
QJE,"Shadow Pricing, Information, and Stability in a Simple Open Economy",https://doi.org/10.2307/1886000,Production Function
QJE,Reply,https://doi.org/10.2307/1879637,Production Function
QJE,"Oil Prices, Welfare, and the Trade Balance",https://doi.org/10.2307/1883119,Production Function
QJE,Multiple Incentive Fee Maximization: An Economic Model,https://doi.org/10.2307/1879451,Production Function
QJE,Nontraded Goods and Macroeconomic Policy Under a Fixed Exchange Rate,https://doi.org/10.2307/1885978,Production Function
QJE,"When Higher Incomes Reduce Welfare: Queues, Labor Supply, and Macro Equilibrium in Socialist Economies",https://doi.org/10.2307/2118368,Production Function
QJE,Fiscal Policy in an Endogenous Growth Model,https://doi.org/10.2307/2118387,Production Function
QJE,Pricing the Limits to Growth from Minerals Depletion,https://doi.org/10.1162/003355399556025,Production Function
QJE,The Allocation of Talent: Implications for Growth,https://doi.org/10.2307/2937945,Production Function
QJE,"Wages, Profits, and the Dynamics of Growth",https://doi.org/10.2307/1880726,Production Function
QJE,Correcting the Ricardo Error Spotted in Harry Johnson's Maiden Paper,https://doi.org/10.2307/1885880,Production Function
QJE,Persistent Wage Dispersion and Involuntary Unemployment,https://doi.org/10.2307/2937912,Production Function
QJE,"Investment Criteria, Productivity and Economic Development: An Empirical Comment",https://doi.org/10.2307/1880821,Production Function
QJE,A Note on Optimal Policies in Dual Economies,https://doi.org/10.1093/qje/100.Supplement.1067,Production Function
QJE,Incidence Analysis of a Sector-Specific Minimum Wage in a Two-Sector Harris-Todaro Model,https://doi.org/10.2307/1885742,Production Function
QJE,"The Social Discount Rate, Consumption, and Capital",https://doi.org/10.2307/1881797,Production Function
QJE,Human Capital Risk and Economic Growth,https://doi.org/10.1162/003355303321675491,Production Function
QJE,Scale of Output and Internal Organization of the Firm,https://doi.org/10.2307/1884849,Production Function
QJE,The Welfare Effects of an Export Tax Levied on an Intermediate Good,https://doi.org/10.2307/1885998,Production Function
QJE,"Import Objective, Distortions, and Optimal Tax Structure: A Generalization",https://doi.org/10.2307/1886024,Production Function
QJE,A Note on X-Inefficiency,https://doi.org/10.2307/1881831,Production Function
QJE,Economic Growth and International Trade in Pure Theory,https://doi.org/10.2307/1885928,Production Function
QJE,Time Series Tests of Endogenous Growth Models,https://doi.org/10.2307/2118448,Production Function
QJE,A Socioeconomic Model of Induced Innovations for Argentine Agricultural Development,https://doi.org/10.2307/1882013,Production Function
QJE,Stock Market Optimality: Comment,https://doi.org/10.2307/1886091,Production Function
QJE,Limited Search and the Technology Choices of Multinational Firms in Brazil,https://doi.org/10.2307/1885417,Production Function
QJE,An Alternative Exposition of the Factor Price Equalization Theorem,https://doi.org/10.2307/1885140,Production Function
QJE,The Unequalizing Spiral: A First Growth Model for Belindia,https://doi.org/10.2307/1884627,Production Function
QJE,The Theory of Relative Shares,https://doi.org/10.2307/1879656,Production Function
QJE,Population and Development: A General Model,https://doi.org/10.2307/1879372,Production Function
QJE,Tax Incidence in a Life Cycle Model with Variable Labor Supply,https://doi.org/10.2307/1884477,Production Function
QJE,Limited Search and the Technology Choices of Multinational Firms in Brazil,https://doi.org/10.2307/1885417,Production Function
QJE,The Unequalizing Spiral: A First Growth Model for Belindia,https://doi.org/10.2307/1884627,Production Function
QJE,The Theory of Relative Shares,https://doi.org/10.2307/1879656,Production Function
QJE,Population and Development: A General Model,https://doi.org/10.2307/1879372,Production Function
QJE,"Organizational or Frictional Equilibria, X-Efficiency, and the Rate of Innovation",https://doi.org/10.2307/1885452,Production Function
QJE,Is Equilibrium Indexation Efficient?,https://doi.org/10.2307/1885114,Production Function
QJE,Nonlinear Prices and the Regulated Firm,https://doi.org/10.2307/1884641,Production Function
QJE,Investment-Cash Flow Sensitivities Are Not Valid Measures of Financing Constraints,https://doi.org/10.1162/003355300554782,Production Function
QJE,"Walras, Leontief, and the Interdependence of Economic Activities: Comment",https://doi.org/10.2307/1881999,Production Function
QJE,Price Regulation Under Uncertainty in an Asymmetric Decision Environment,https://doi.org/10.2307/1885106,Production Function
QJE,Optimal Financial Contracting with ex post and ex ante Observability Problems,https://doi.org/10.2307/2118490,Production Function
QJE,Professor Pigou's Theory of Unemployment,https://doi.org/10.2307/1884068,Production Function
QJE,A Note on the Progressivity of Optimal Public Expenditures,https://doi.org/10.2307/1881715,Production Function
QJE,Accelerated Investment as a Force in Economic Development: Reply,https://doi.org/10.2307/1880619,Production Function
QJE,Bottom-Up Markup Fluctuations,https://doi.org/10.1093/qje/qjaf029,Production Function
QJE,Linear Economics and the Boehm-Bawerk Period of Production,https://doi.org/10.2307/1881798,Production Function
QJE,Journal Article,https://doi.org/10.1093/qje/85.3.548,Production Function
QJE,Distortions in Production Networks,https://doi.org/10.1093/qje/qjaa018,Production Function
QJE,Economic Growth with Two Endogenous Factors,https://doi.org/10.2307/1879567,Production Function
QJE,International Specialization and the Concept of Balanced Growth: Reply,https://doi.org/10.2307/1883733,Production Function
QJE,Economic Growth with Two Endogenous Factors,https://doi.org/10.2307/1879567,Production Function
QJE,"J. S. Mill, Unions, and the Wages Fund Recantation: A Reinterpretation—Comment",https://doi.org/10.2307/1882685,Production Function
QJE,Employment and Industrialization: Reply,https://doi.org/10.2307/1884818,Production Function
QJE,An Optimal Taxation Approach to Fiscal Federalism,https://doi.org/10.2307/1881778,Production Function
QJE,Wage Bargaining in a Macroeconomic Model with Rationing,https://doi.org/10.2307/1884372,Production Function
QJE,The Anomalous Case of the Shifting Cost Curve,https://doi.org/10.2307/1884659,Production Function
QJE,Intertemporal Efficiency of Capital Accumulation and the von Neumann Ray,https://doi.org/10.2307/1880656,Production Function
QJE,The Proportionality Controversy and the Theory of Production,https://doi.org/10.2307/1881998,Production Function
QJE,Learning by Experience as Joint Production,https://doi.org/10.2307/1880798,Production Function
QJE,The Optimality of Pure Competition in the Capacity Problem: Reply,https://doi.org/10.2307/1885591,Production Function
QJE,An Optimal Unemployment Rate: Reply,https://doi.org/10.2307/1880537,Production Function
QJE,Unionization and Productivity: Micro-Econometric Evidence,https://doi.org/10.2307/1885484,Production Function
QJE,Reply,https://doi.org/10.2307/1883210,Production Function
QJE,Financial Incentives and Student Achievement: Evidence from Randomized Trials,https://doi.org/10.1093/qje/qjr045,Production Function
QJE,Measuring and Explaining Management Practices Across Firms and Countries,https://doi.org/10.1162/qjec.2007.122.4.1351,Production Function
QJE,"Capital Heterogeneity, Aggregation, and the Two-Sector Model",https://doi.org/10.2307/1881713,Production Function
QJE,"Random Variations, Risk, and Returns to Scale",https://doi.org/10.2307/1881879,Production Function
QJE,Real and Monetary Factors in the Determination of Employment Levels,https://doi.org/10.2307/1882944,Production Function
QJE,Unionized Construction Workers are More Productive,https://doi.org/10.2307/1885525,Production Function
QJE,Financial Market Imperfections and Business Cycles,https://doi.org/10.2307/2118496,Production Function
QJE,Transition Losses of Partially Mobile Industry-Specific Capital,https://doi.org/10.2307/1885569,Production Function
QJE,A Reformulation of Certain Aspects of Welfare Economics,https://doi.org/10.2307/1881737,Production Function
QJE,The Economics of Joint Ventures in Less Developed Countries,https://doi.org/10.2307/1885725,Production Function
QJE,The Effects of Unionization on the Distribution of Income: A General Equilibrium Approach,https://doi.org/10.2307/1880839,Production Function
QJE,Per Capita Consumption and Growth,https://doi.org/10.2307/1880512,Production Function
QJE,Oil Refining: Cross-Elasticities of Supply,https://doi.org/10.2307/1879534,Production Function
QJE,Economies of Scale: Some Statistical Evidence: Reply,https://doi.org/10.2307/1883064,Production Function
QJE,Material Balances Under Uncertainty,https://doi.org/10.2307/1880704,Production Function
QJE,The Aggregative Structure of Keynes's General Theory,https://doi.org/10.2307/1886039,Production Function
QJE,Optimal Aggregative Development of a Skilled Work Force,https://doi.org/10.2307/1885271,Production Function
QJE,Regional Allocation of Investment: Comment,https://doi.org/10.2307/1879665,Production Function
QJE,"Investment Criteria, Productivity and Economic Development: Reply",https://doi.org/10.2307/1879482,Production Function
QJE,Skill-Biased Organizational Change? Evidence from A Panel of British and French Establishments,https://doi.org/10.1162/003355301753265624,Production Function
QJE,Is There Value-Added from the Review Process in Economics?: Preliminary Evidence from Authors,https://doi.org/10.2307/2937790,Production Function
QJE,"Balanced Growth and the Two-Good, Two-Factor General Equilibrium Model",https://doi.org/10.2307/1885139,Production Function
QJE,The Tyranny of Numbers: Confronting the Statistical Realities of the East Asian Growth Experience,https://doi.org/10.2307/2946695,Production Function
QJE,Why Do People Stay Poor?,https://doi.org/10.1093/qje/qjab045,Production Function
